dataset	chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize25	ValidConnection	CellType	Reference	Regulated	numTSSEnhGene	distanceToTSS	normalizedDNase_prom	sumNearbyEnhancers	ubiquitousExpressedGene	numCandidateEnhGene	3DContact	ABC.Score
FlowFISH_K562	chr19	12760491	12761031	KLF1|chr19:12871305-12871845:*	-0.02308775	chr19	12887198	12887199	KLF1	FALSE	0.591083950756	1	TRUE	K562	Fulco2019	FALSE	8	126478	0.734153	376.666944	0	34	3.65516	0.000163
FlowFISH_K562	chr19	12760491	12761031	LYL1|chr19:12871305-12871845:*	-0.02839015	chr19	13103160	13103161	LYL1	FALSE	0.72362161237	0.999999999999	TRUE	K562	Fulco2019	FALSE	17	342435	0.946022	376.666944	0	67	0.000831	0
FlowFISH_K562	chr19	12760491	12761031	PRDX2|chr19:12871305-12871845:*	-0.005945322	chr19	12801858	12801859	PRDX2	FALSE	0.845840660373	1	TRUE	K562	Fulco2019	FALSE	3	41185	0.587825	376.666944	0	14	38.638977	0.002824
FlowFISH_K562	chr19	12760491	12761031	RAD23A|chr19:12871305-12871845:*	-0.021741483	chr19	12945855	12945856	RAD23A	FALSE	0.879333084719	0.999999999967	TRUE	K562	Fulco2019	FALSE	13	185088	0.953111	376.666944	1	37	6.167351	0.000398
FlowFISH_K562	chr19	12760491	12761031	RNASEH2A|chr19:12871305-12871845:*	0.01552654	chr19	12806556	12806557	RNASEH2A	FALSE	0.972976817433	1	TRUE	K562	Fulco2019	FALSE	4	45888	0.722975	376.666944	0	14	26.018668	0.002193
FlowFISH_K562	chr19	12760491	12761031	WDR83OS|chr19:12871305-12871845:*	0.02945963	chr19	12669488	12669489	WDR83OS	FALSE	0.916741530673	0.9937901376	TRUE	K562	Fulco2019	FALSE	8	91074	0.590172	376.666944	1	12	10.357445	0.000969
FlowFISH_K562	chr19	12765971	12766531	C19orf43|chr19:12876785-12877345:*	-0.01347547	chr19	12734774	12734775	C19orf43	FALSE	0.838915235361	1	TRUE	K562	Fulco2019	FALSE	3	31489.5	0.809252	0	0	5	13.518974	0.000737
FlowFISH_K562	chr19	12765971	12766531	CALR|chr19:12876785-12877345:*	-0.00148585	chr19	12938578	12938579	CALR	FALSE	0.979783997988	0.999999890074	TRUE	K562	Fulco2019	FALSE	12	172334.5	0.969975	0	1	36	4.977675	0.000263
FlowFISH_K562	chr19	12765971	12766531	DHPS|chr19:12876785-12877345:*	0.002736829	chr19	12681901	12681902	DHPS	FALSE	0.970389335923	1	TRUE	K562	Fulco2019	FALSE	7	84377.5	0.892021	0	1	11	14.544474	0.000971
FlowFISH_K562	chr19	12765971	12766531	DNASE2|chr19:12876785-12877345:*	-0.00552803	chr19	12881467	12881468	DNASE2	FALSE	0.945866644632	1	TRUE	K562	Fulco2019	FALSE	7	115256.5	0.787356	0	0	30	7.469275	0.00033
FlowFISH_K562	chr19	12765971	12766531	JUNB|chr19:12876785-12877345:*	0.07010909	chr19	12791496	12791497	JUNB	FALSE	0.567162039979	0.999019808767	TRUE	K562	Fulco2019	FALSE	2	25230.5	0.854471	0	0	9	38.516637	0.001802
FlowFISH_K562	chr19	12765971	12766531	KLF1|chr19:12876785-12877345:*	0.01458184	chr19	12887198	12887199	KLF1	FALSE	0.576823426747	1	TRUE	K562	Fulco2019	FALSE	8	120938.5	0.734153	0	0	33	9.436734	0.00033
FlowFISH_K562	chr19	12765971	12766531	LYL1|chr19:12876785-12877345:*	0.013101405	chr19	13103160	13103161	LYL1	FALSE	0.72362161237	0.999999999989	TRUE	K562	Fulco2019	FALSE	17	336895.5	0.946022	0	0	66	0.000845	0
FlowFISH_K562	chr19	12765971	12766531	PRDX2|chr19:12876785-12877345:*	-0.009159503	chr19	12801858	12801859	PRDX2	FALSE	0.681291095627	1	TRUE	K562	Fulco2019	FALSE	3	35645.5	0.587825	0	0	13	36.853339	0.002107
FlowFISH_K562	chr19	12765971	12766531	RAD23A|chr19:12876785-12877345:*	0.052837067	chr19	12945855	12945856	RAD23A	FALSE	0.241141020636	1	TRUE	K562	Fulco2019	FALSE	13	179548.5	0.953111	0	1	36	12.769569	0.000645
FlowFISH_K562	chr19	12765971	12766531	RNASEH2A|chr19:12876785-12877345:*	-0.00174462	chr19	12806556	12806557	RNASEH2A	FALSE	0.984196889371	1	TRUE	K562	Fulco2019	FALSE	4	40348.5	0.722975	0	0	13	29.187734	0.001925
FlowFISH_K562	chr19	12765971	12766531	WDR83OS|chr19:12876785-12877345:*	0.00308861	chr19	12669488	12669489	WDR83OS	FALSE	0.942333898429	0.999987788601	TRUE	K562	Fulco2019	FALSE	8	96613.5	0.590172	0	1	13	4.350847	0.000319
FlowFISH_K562	chr19	12777511	12778031	C19orf43|chr19:12888325-12888845:*	-0.03039667	chr19	12734774	12734775	C19orf43	FALSE	0.694611332431	1	TRUE	K562	Fulco2019	FALSE	4	42975	0.809252	4157.151588	0	7	31.690626	0.006239
FlowFISH_K562	chr19	12777511	12778031	CALR|chr19:12888325-12888845:*	0.00057014	chr19	12938578	12938579	CALR	FALSE	0.986975993548	0.999999724698	TRUE	K562	Fulco2019	FALSE	11	160849	0.969975	4157.151588	1	34	7.5059	0.001435
FlowFISH_K562	chr19	12777511	12778031	DHPS|chr19:12888325-12888845:*	-0.058057407	chr19	12681901	12681902	DHPS	FALSE	0.276745628375	1	TRUE	K562	Fulco2019	FALSE	8	95863	0.892021	4157.151588	1	13	19.894373	0.004798
FlowFISH_K562	chr19	12777511	12778031	DNASE2|chr19:12888325-12888845:*	-0.01261859	chr19	12881467	12881468	DNASE2	FALSE	0.93791886011	1	TRUE	K562	Fulco2019	FALSE	6	103771	0.787356	4157.151588	0	28	13.440343	0.002143
FlowFISH_K562	chr19	12777511	12778031	JUNB|chr19:12888325-12888845:*	-0.07957549	chr19	12791496	12791497	JUNB	FALSE	0.567162039979	0.997278987482	TRUE	K562	Fulco2019	FALSE	1	13745	0.854471	4157.151588	0	7	129.169597	0.021838
FlowFISH_K562	chr19	12777511	12778031	KLF1|chr19:12888325-12888845:*	-0.02474621	chr19	12887198	12887199	KLF1	FALSE	0.317072828811	1	TRUE	K562	Fulco2019	FALSE	7	109453	0.734153	4157.151588	0	31	15.861934	0.002003
FlowFISH_K562	chr19	12777511	12778031	LYL1|chr19:12888325-12888845:*	0.006610414	chr19	13103160	13103161	LYL1	FALSE	0.85598832656	1	TRUE	K562	Fulco2019	FALSE	16	325410	0.946022	4157.151588	0	64	14.430511	0.002104
FlowFISH_K562	chr19	12777511	12778031	PRDX2|chr19:12888325-12888845:*	-0.092657423	chr19	12801858	12801859	PRDX2	TRUE	3.44500609023e-14	1	TRUE	K562	Fulco2019	TRUE	2	24160	0.587825	4157.151588	0	11	67.710376	0.013991
FlowFISH_K562	chr19	12777511	12778031	RAD23A|chr19:12888325-12888845:*	-0.021751177	chr19	12945855	12945856	RAD23A	FALSE	0.860199578455	1	TRUE	K562	Fulco2019	FALSE	12	168063	0.953111	4157.151588	1	34	13.486067	0.002461
FlowFISH_K562	chr19	12777511	12778031	RNASEH2A|chr19:12888325-12888845:*	-0.05606044	chr19	12806556	12806557	RNASEH2A	FALSE	0.170014253891	1	TRUE	K562	Fulco2019	FALSE	3	28863	0.722975	4157.151588	0	11	36.871535	0.008788
FlowFISH_K562	chr19	12777511	12778031	WDR83OS|chr19:12888325-12888845:*	-0.02341547	chr19	12669488	12669489	WDR83OS	FALSE	0.916741530673	0.999993657486	TRUE	K562	Fulco2019	FALSE	9	108099	0.590172	4157.151588	1	15	12.139553	0.003213
FlowFISH_K562	chr19	12779131	12779731	C19orf43|chr19:12889945-12890545:*	-0.05130501	chr19	12734774	12734775	C19orf43	FALSE	0.413489075562	1	TRUE	K562	Fulco2019	FALSE	4	44547	0.809252	5073.172824	0	8	31.866424	0.007677
FlowFISH_K562	chr19	12779131	12779731	CALR|chr19:12889945-12890545:*	0.0134339	chr19	12938578	12938579	CALR	FALSE	0.877560080392	0.999999738037	TRUE	K562	Fulco2019	FALSE	11	159277	0.969975	5073.172824	1	33	7.494559	0.001754
FlowFISH_K562	chr19	12779131	12779731	DHPS|chr19:12889945-12890545:*	-0.038325358	chr19	12681901	12681902	DHPS	FALSE	0.553957785016	1	TRUE	K562	Fulco2019	FALSE	8	97435	0.892021	5073.172824	1	14	19.944287	0.005885
FlowFISH_K562	chr19	12779131	12779731	DNASE2|chr19:12889945-12890545:*	-0.03105846	chr19	12881467	12881468	DNASE2	FALSE	0.748466865869	1	TRUE	K562	Fulco2019	FALSE	6	102199	0.787356	5073.172824	0	27	13.408788	0.002616
FlowFISH_K562	chr19	12779131	12779731	JUNB|chr19:12889945-12890545:*	-0.03584427	chr19	12791496	12791497	JUNB	FALSE	0.82715871937	0.998773400902	TRUE	K562	Fulco2019	FALSE	1	12173	0.854471	5073.172824	0	6	126.775947	0.026227
FlowFISH_K562	chr19	12779131	12779731	KLF1|chr19:12889945-12890545:*	-0.01608018	chr19	12887198	12887199	KLF1	FALSE	0.605593292948	1	TRUE	K562	Fulco2019	FALSE	7	107881	0.734153	5073.172824	0	30	15.826627	0.002446
FlowFISH_K562	chr19	12779131	12779731	LYL1|chr19:12889945-12890545:*	-0.045598429	chr19	13103160	13103161	LYL1	FALSE	0.517047519056	1	TRUE	K562	Fulco2019	FALSE	16	323838	0.946022	5073.172824	0	63	14.419742	0.002573
FlowFISH_K562	chr19	12779131	12779731	PRDX2|chr19:12889945-12890545:*	-0.075260441	chr19	12801858	12801859	PRDX2	TRUE	3.19960530338e-09	1	TRUE	K562	Fulco2019	TRUE	2	22588	0.587825	5073.172824	0	10	67.012426	0.016943
FlowFISH_K562	chr19	12779131	12779731	RAD23A|chr19:12889945-12890545:*	-0.004541839	chr19	12945855	12945856	RAD23A	FALSE	0.96336621069	1	TRUE	K562	Fulco2019	FALSE	12	166491	0.953111	5073.172824	1	33	13.466553	0.003007
FlowFISH_K562	chr19	12779131	12779731	RNASEH2A|chr19:12889945-12890545:*	-0.04963657	chr19	12806556	12806557	RNASEH2A	FALSE	0.3674108852	1	TRUE	K562	Fulco2019	FALSE	3	27291	0.722975	5073.172824	0	10	36.555132	0.010661
FlowFISH_K562	chr19	12779131	12779731	WDR83OS|chr19:12889945-12890545:*	-0.0207718	chr19	12669488	12669489	WDR83OS	FALSE	0.916741530673	0.999999936219	TRUE	K562	Fulco2019	FALSE	9	109671	0.590172	5073.172824	1	16	12.166569	0.00394
FlowFISH_K562	chr19	12782291	12783171	C19orf43|chr19:12893105-12893985:*	-0.02152914	chr19	12734774	12734775	C19orf43	FALSE	0.694611332431	1	TRUE	K562	Fulco2019	FALSE	4	48092.5	0.809252	5242.2729	0	9	25.227004	0.010878
FlowFISH_K562	chr19	12782291	12783171	CALR|chr19:12893105-12893985:*	0.03449088	chr19	12938578	12938579	CALR	FALSE	0.526253391639	1	TRUE	K562	Fulco2019	FALSE	11	155731.5	0.969975	5242.2729	1	32	12.853033	0.005383
FlowFISH_K562	chr19	12782291	12783171	DHPS|chr19:12893105-12893985:*	-0.007404917	chr19	12681901	12681902	DHPS	FALSE	0.945294485662	1	TRUE	K562	Fulco2019	FALSE	8	100980.5	0.892021	5242.2729	1	15	13.448733	0.007103
FlowFISH_K562	chr19	12782291	12783171	DNASE2|chr19:12893105-12893985:*	0.01730797	chr19	12881467	12881468	DNASE2	FALSE	0.897949512135	1	TRUE	K562	Fulco2019	FALSE	6	98653.5	0.787356	5242.2729	0	26	9.109253	0.003181
FlowFISH_K562	chr19	12782291	12783171	JUNB|chr19:12893105-12893985:*	-0.12810479	chr19	12791496	12791497	JUNB	TRUE	0.00894145385278	0.999999886652	TRUE	K562	Fulco2019	TRUE	1	8627.5	0.854471	5242.2729	0	5	123.34398	0.045671
FlowFISH_K562	chr19	12782291	12783171	KLF1|chr19:12893105-12893985:*	-0.00651315	chr19	12887198	12887199	KLF1	FALSE	0.802562828607	1	TRUE	K562	Fulco2019	FALSE	7	104335.5	0.734153	5242.2729	0	29	22.120987	0.006119
FlowFISH_K562	chr19	12782291	12783171	LYL1|chr19:12893105-12893985:*	0.011392727	chr19	13103160	13103161	LYL1	FALSE	0.72362161237	1	TRUE	K562	Fulco2019	FALSE	16	320292.5	0.946022	5242.2729	0	62	1.770491	0.000565
FlowFISH_K562	chr19	12782291	12783171	PRDX2|chr19:12893105-12893985:*	-0.080993175	chr19	12801858	12801859	PRDX2	TRUE	3.17959736805e-20	1	TRUE	K562	Fulco2019	TRUE	2	19042.5	0.587825	5242.2729	0	9	53.499792	0.024211
FlowFISH_K562	chr19	12782291	12783171	RAD23A|chr19:12893105-12893985:*	0.046101085	chr19	12945855	12945856	RAD23A	FALSE	0.289684155824	0.999999999625	TRUE	K562	Fulco2019	FALSE	12	162945.5	0.953111	5242.2729	1	32	18.857032	0.007537
FlowFISH_K562	chr19	12782291	12783171	RNASEH2A|chr19:12893105-12893985:*	-0.0131189	chr19	12806556	12806557	RNASEH2A	FALSE	0.972976817433	1	TRUE	K562	Fulco2019	FALSE	3	23745.5	0.722975	5242.2729	0	9	18.334484	0.00957
FlowFISH_K562	chr19	12782291	12783171	WDR83OS|chr19:12893105-12893985:*	-0.01505059	chr19	12669488	12669489	WDR83OS	FALSE	0.916741530673	0.999999999999	TRUE	K562	Fulco2019	FALSE	9	113216.5	0.590172	5242.2729	1	17	13.360341	0.007744
FlowFISH_K562	chr19	12784451	12784971	C19orf43|chr19:12895265-12895785:*	-0.04234863	chr19	12734774	12734775	C19orf43	FALSE	0.694611332431	0.999999999514	TRUE	K562	Fulco2019	FALSE	4	49957	0.809252	4491.014724	0	11	25.375162	0.010128
FlowFISH_K562	chr19	12784451	12784971	CALR|chr19:12895265-12895785:*	-0.02780595	chr19	12938578	12938579	CALR	FALSE	0.812230181741	0.994813400918	TRUE	K562	Fulco2019	FALSE	11	153867	0.969975	4491.014724	1	30	12.829204	0.004974
FlowFISH_K562	chr19	12784451	12784971	DHPS|chr19:12895265-12895785:*	-0.073987574	chr19	12681901	12681902	DHPS	FALSE	0.377048693923	0.999999995406	TRUE	K562	Fulco2019	FALSE	8	102845	0.892021	4491.014724	1	17	13.486675	0.006594
FlowFISH_K562	chr19	12784451	12784971	DNASE2|chr19:12895265-12895785:*	-0.04286942	chr19	12881467	12881468	DNASE2	FALSE	0.748466865869	0.999999999876	TRUE	K562	Fulco2019	FALSE	6	96789	0.787356	4491.014724	0	24	9.082552	0.002936
FlowFISH_K562	chr19	12784451	12784971	JUNB|chr19:12895265-12895785:*	-0.27578786	chr19	12791496	12791497	JUNB	TRUE	0.00168953487189	0.97437037705	TRUE	K562	Fulco2019	TRUE	1	6763	0.854471	4491.014724	0	3	118.809786	0.040721
FlowFISH_K562	chr19	12784451	12784971	KLF1|chr19:12895265-12895785:*	0.01317815	chr19	12887198	12887199	KLF1	FALSE	0.774097288795	1	TRUE	K562	Fulco2019	FALSE	7	102471	0.734153	4491.014724	0	27	22.059611	0.005648
FlowFISH_K562	chr19	12784451	12784971	LYL1|chr19:12895265-12895785:*	-0.029889192	chr19	13103160	13103161	LYL1	FALSE	0.72362161237	0.999999999978	TRUE	K562	Fulco2019	FALSE	16	318428	0.946022	4491.014724	0	60	1.768904	0.000523
FlowFISH_K562	chr19	12784451	12784971	PRDX2|chr19:12895265-12895785:*	-0.073159699	chr19	12801858	12801859	PRDX2	TRUE	5.42603452138e-05	1	TRUE	K562	Fulco2019	TRUE	2	17178	0.587825	4491.014724	0	7	52.658306	0.022058
FlowFISH_K562	chr19	12784451	12784971	RAD23A|chr19:12895265-12895785:*	0.012806368	chr19	12945855	12945856	RAD23A	FALSE	0.950742112523	0.999996706756	TRUE	K562	Fulco2019	FALSE	12	161081	0.953111	4491.014724	1	30	18.823614	0.006964
FlowFISH_K562	chr19	12784451	12784971	RNASEH2A|chr19:12895265-12895785:*	-0.03245749	chr19	12806556	12806557	RNASEH2A	FALSE	0.905665961082	0.999999996336	TRUE	K562	Fulco2019	FALSE	3	21881	0.722975	4491.014724	0	7	18.105975	0.008748
FlowFISH_K562	chr19	12784451	12784971	WDR83OS|chr19:12895265-12895785:*	-0.05739119	chr19	12669488	12669489	WDR83OS	FALSE	0.811961404352	0.998030487865	TRUE	K562	Fulco2019	FALSE	9	115081	0.590172	4491.014724	1	19	13.393993	0.007186
FlowFISH_K562	chr19	12789831	12790351	C19orf43|chr19:12900645-12901165:*	-0.01280332	chr19	12734774	12734775	C19orf43	FALSE	0.823654791386	1	TRUE	K562	Fulco2019	FALSE	4	55280	0.809252	6348.214488	0	13	28.776879	0.007613
FlowFISH_K562	chr19	12789831	12790351	CALR|chr19:12900645-12901165:*	-0.00136091	chr19	12938578	12938579	CALR	FALSE	0.979783997988	0.999999999915	TRUE	K562	Fulco2019	FALSE	11	148544	0.969975	6348.214488	1	28	9.911267	0.002547
FlowFISH_K562	chr19	12789831	12790351	DHPS|chr19:12900645-12901165:*	-0.018646926	chr19	12681901	12681902	DHPS	FALSE	0.754657842028	1	TRUE	K562	Fulco2019	FALSE	8	108168	0.892021	6348.214488	1	19	23.091827	0.007483
FlowFISH_K562	chr19	12789831	12790351	DNASE2|chr19:12900645-12901165:*	0.00759898	chr19	12881467	12881468	DNASE2	FALSE	0.93791886011	1	TRUE	K562	Fulco2019	FALSE	6	91466	0.787356	6348.214488	0	22	18.354612	0.003932
FlowFISH_K562	chr19	12789831	12790351	JUNB|chr19:12900645-12901165:*	-0.31210061	chr19	12791496	12791497	JUNB	TRUE	9.24454053369e-13	0.999980729654	TRUE	K562	Fulco2019	TRUE	1	1440	0.854471	6348.214488	0	1	229.916491	0.052231
FlowFISH_K562	chr19	12789831	12790351	KLF1|chr19:12900645-12901165:*	-0.00288565	chr19	12887198	12887199	KLF1	FALSE	0.948220571494	1	TRUE	K562	Fulco2019	FALSE	7	97148	0.734153	6348.214488	0	25	24.162952	0.0041
FlowFISH_K562	chr19	12789831	12790351	LYL1|chr19:12900645-12901165:*	-0.029322034	chr19	13103160	13103161	LYL1	FALSE	0.637004938224	1	TRUE	K562	Fulco2019	FALSE	16	313105	0.946022	6348.214488	0	58	4.794814	0.000939
FlowFISH_K562	chr19	12789831	12790351	PRDX2|chr19:12900645-12901165:*	-0.010755842	chr19	12801858	12801859	PRDX2	FALSE	0.594712508825	1	TRUE	K562	Fulco2019	FALSE	2	11855	0.587825	6348.214488	0	5	65.488765	0.018183
FlowFISH_K562	chr19	12789831	12790351	RAD23A|chr19:12900645-12901165:*	-0.011050691	chr19	12945855	12945856	RAD23A	FALSE	0.890955427992	1	TRUE	K562	Fulco2019	FALSE	12	155758	0.953111	6348.214488	1	28	11.136924	0.002731
FlowFISH_K562	chr19	12789831	12790351	RNASEH2A|chr19:12900645-12901165:*	-0.0258688	chr19	12806556	12806557	RNASEH2A	FALSE	0.669607839867	1	TRUE	K562	Fulco2019	FALSE	3	16558	0.722975	6348.214488	0	5	44.77694	0.01434
FlowFISH_K562	chr19	12789831	12790351	WDR83OS|chr19:12900645-12901165:*	-0.04135308	chr19	12669488	12669489	WDR83OS	FALSE	0.811961404352	0.999999999938	TRUE	K562	Fulco2019	FALSE	9	120404	0.590172	6348.214488	1	21	8.021763	0.002853
FlowFISH_K562	chr19	12793351	12793851	C19orf43|chr19:12904165-12904665:*	-0.02556573	chr19	12734774	12734775	C19orf43	FALSE	0.694611332431	1	TRUE	K562	Fulco2019	FALSE	5	58844	0.809252	7795.428821	0	15	29.055141	0.00771
FlowFISH_K562	chr19	12793351	12793851	CALR|chr19:12904165-12904665:*	0.07709326	chr19	12938578	12938579	CALR	FALSE	0.201174449072	0.999999988797	TRUE	K562	Fulco2019	FALSE	10	144980	0.969975	7795.428821	1	26	9.874268	0.002545
FlowFISH_K562	chr19	12793351	12793851	DHPS|chr19:12904165-12904665:*	-0.009824657	chr19	12681901	12681902	DHPS	FALSE	0.927368037596	1	TRUE	K562	Fulco2019	FALSE	9	111732	0.892021	7795.428821	1	21	23.207473	0.007544
FlowFISH_K562	chr19	12793351	12793851	DNASE2|chr19:12904165-12904665:*	-0.02707586	chr19	12881467	12881468	DNASE2	FALSE	0.748466865869	1	TRUE	K562	Fulco2019	FALSE	5	87902	0.787356	7795.428821	0	20	18.242593	0.00392
FlowFISH_K562	chr19	12793351	12793851	KLF1|chr19:12904165-12904665:*	-0.006473	chr19	12887198	12887199	KLF1	FALSE	0.835410978145	1	TRUE	K562	Fulco2019	FALSE	6	93584	0.734153	7795.428821	0	23	24.024193	0.00409
FlowFISH_K562	chr19	12793351	12793851	LYL1|chr19:12904165-12904665:*	-0.000612614	chr19	13103160	13103161	LYL1	FALSE	0.974737651058	1	TRUE	K562	Fulco2019	FALSE	15	309541	0.946022	7795.428821	0	56	4.786367	0.000941
FlowFISH_K562	chr19	12793351	12793851	PRDX2|chr19:12904165-12904665:*	-0.006002502	chr19	12801858	12801859	PRDX2	FALSE	0.790459726249	1	TRUE	K562	Fulco2019	FALSE	1	8291	0.587825	7795.428821	0	3	61.987946	0.017264
FlowFISH_K562	chr19	12793351	12793851	RAD23A|chr19:12904165-12904665:*	0.056226268	chr19	12945855	12945856	RAD23A	FALSE	0.205829030164	1	TRUE	K562	Fulco2019	FALSE	11	152194	0.953111	7795.428821	1	26	11.097285	0.00273
FlowFISH_K562	chr19	12793351	12793851	RNASEH2A|chr19:12904165-12904665:*	-0.0202906	chr19	12806556	12806557	RNASEH2A	FALSE	0.905665961082	1	TRUE	K562	Fulco2019	FALSE	2	12994	0.722975	7795.428821	0	3	43.139873	0.013858
FlowFISH_K562	chr19	12793351	12793851	WDR83OS|chr19:12904165-12904665:*	-0.01101992	chr19	12669488	12669489	WDR83OS	FALSE	0.942333898429	0.999999832284	TRUE	K562	Fulco2019	FALSE	10	123968	0.590172	7795.428821	1	23	8.057854	0.002874
FlowFISH_K562	chr19	12796031	12796931	C19orf43|chr19:12906845-12907745:*	-0.01719504	chr19	12734774	12734775	C19orf43	FALSE	0.794946079751	1	TRUE	K562	Fulco2019	FALSE	5	61803	0.809252	6772.10414	0	16	20.608659	0.006064
FlowFISH_K562	chr19	12796031	12796931	CALR|chr19:12906845-12907745:*	0.03723825	chr19	12938578	12938579	CALR	FALSE	0.562965357872	0.999999999922	TRUE	K562	Fulco2019	FALSE	10	142021	0.969975	6772.10414	1	25	11.619336	0.003321
FlowFISH_K562	chr19	12796031	12796931	DHPS|chr19:12906845-12907745:*	0.019278008	chr19	12681901	12681902	DHPS	FALSE	0.73918904164	1	TRUE	K562	Fulco2019	FALSE	9	114691	0.892021	6772.10414	1	22	25.149248	0.009064
FlowFISH_K562	chr19	12796031	12796931	DNASE2|chr19:12906845-12907745:*	-0.00631547	chr19	12881467	12881468	DNASE2	FALSE	0.940707498068	1	TRUE	K562	Fulco2019	FALSE	5	84943	0.787356	6772.10414	0	19	14.690216	0.0035
FlowFISH_K562	chr19	12796031	12796931	JUNB|chr19:12906845-12907745:*	0.0644725	chr19	12791496	12791497	JUNB	FALSE	0.567162039979	0.999931468571	TRUE	K562	Fulco2019	FALSE	1	5083	0.854471	6772.10414	0	3	160.246535	0.040488
FlowFISH_K562	chr19	12796031	12796931	KLF1|chr19:12906845-12907745:*	0.00572334	chr19	12887198	12887199	KLF1	FALSE	0.802562828607	1	TRUE	K562	Fulco2019	FALSE	6	90625	0.734153	6772.10414	0	22	8.685364	0.001639
FlowFISH_K562	chr19	12796031	12796931	LYL1|chr19:12906845-12907745:*	0.001436755	chr19	13103160	13103161	LYL1	FALSE	0.931453288953	1	TRUE	K562	Fulco2019	FALSE	15	306582	0.946022	6772.10414	0	55	1.612616	0.000351
FlowFISH_K562	chr19	12796031	12796931	RAD23A|chr19:12906845-12907745:*	0.034887875	chr19	12945855	12945856	RAD23A	FALSE	0.497293037918	1	TRUE	K562	Fulco2019	FALSE	11	149235	0.953111	6772.10414	1	25	2.13396	0.000582
FlowFISH_K562	chr19	12796031	12796931	RNASEH2A|chr19:12906845-12907745:*	-0.01737414	chr19	12806556	12806557	RNASEH2A	FALSE	0.972976817433	1	TRUE	K562	Fulco2019	FALSE	2	10035	0.722975	6772.10414	0	2	35.334653	0.012585
FlowFISH_K562	chr19	12796031	12796931	WDR83OS|chr19:12906845-12907745:*	-0.01563695	chr19	12669488	12669489	WDR83OS	FALSE	0.916741530673	0.999999999777	TRUE	K562	Fulco2019	FALSE	10	126927	0.590172	6772.10414	1	24	9.351769	0.003699
FlowFISH_K562	chr19	12814891	12815491	C19orf43|chr19:12925705-12926305:*	0.07600824	chr19	12734774	12734775	C19orf43	FALSE	0.628301894054	0.974700848726	TRUE	K562	Fulco2019	FALSE	7	80482	0.809252	209.287451	0	18	22.141167	0.001232
FlowFISH_K562	chr19	12814891	12815491	DHPS|chr19:12925705-12926305:*	0.021765622	chr19	12681901	12681902	DHPS	FALSE	0.945294485662	0.996172125197	TRUE	K562	Fulco2019	FALSE	11	133370	0.892021	209.287451	1	24	3.321041	0.000226
FlowFISH_K562	chr19	12814891	12815491	DNASE2|chr19:12925705-12926305:*	0.02985644	chr19	12881467	12881468	DNASE2	FALSE	0.93791886011	0.997839913168	TRUE	K562	Fulco2019	FALSE	3	66264	0.787356	209.287451	0	17	17.015433	0.000767
FlowFISH_K562	chr19	12814891	12815491	KLF1|chr19:12925705-12926305:*	0.00775736	chr19	12887198	12887199	KLF1	FALSE	0.929670033161	0.999999991436	TRUE	K562	Fulco2019	FALSE	4	71946	0.734153	209.287451	0	20	20.376485	0.000727
FlowFISH_K562	chr19	12814891	12815491	LYL1|chr19:12925705-12926305:*	0.039372949	chr19	13103160	13103161	LYL1	FALSE	0.72362161237	0.979358389053	TRUE	K562	Fulco2019	FALSE	13	287903	0.946022	209.287451	0	53	12.349702	0.000509
FlowFISH_K562	chr19	12814891	12815491	PRDX2|chr19:12925705-12926305:*	-0.024691255	chr19	12801858	12801859	PRDX2	FALSE	0.67269052441	0.999999999907	TRUE	K562	Fulco2019	FALSE	2	13347	0.587825	209.287451	0	1	42.675041	0.002493
FlowFISH_K562	chr19	12814891	12815491	RAD23A|chr19:12925705-12926305:*	0.001469164	chr19	12945855	12945856	RAD23A	FALSE	0.994638305645	0.9999961173	TRUE	K562	Fulco2019	FALSE	9	130556	0.953111	209.287451	1	23	0.00223	0
FlowFISH_K562	chr19	12825131	12825931	C19orf43|chr19:12935945-12936745:*	0.00618423	chr19	12734774	12734775	C19orf43	FALSE	0.840673941571	1	TRUE	K562	Fulco2019	FALSE	7	90778.5	0.809252	768.365549	0	21	11.030935	0.001524
FlowFISH_K562	chr19	12825131	12825931	CALR|chr19:12935945-12936745:*	0.02303058	chr19	12938578	12938579	CALR	FALSE	0.741693057057	0.999999999619	TRUE	K562	Fulco2019	FALSE	8	113045.5	0.969975	768.365549	1	20	29.096845	0.003904
FlowFISH_K562	chr19	12825131	12825931	DHPS|chr19:12935945-12936745:*	-0.012536885	chr19	12681901	12681902	DHPS	FALSE	0.87858565377	1	TRUE	K562	Fulco2019	FALSE	11	143666.5	0.892021	768.365549	1	27	7.881611	0.001334
FlowFISH_K562	chr19	12825131	12825931	DNASE2|chr19:12935945-12936745:*	0.01729978	chr19	12881467	12881468	DNASE2	FALSE	0.897949512135	1	TRUE	K562	Fulco2019	FALSE	3	55967.5	0.787356	768.365549	0	14	16.676765	0.001866
FlowFISH_K562	chr19	12825131	12825931	JUNB|chr19:12935945-12936745:*	0.03253565	chr19	12791496	12791497	JUNB	FALSE	0.794965773327	0.99996872134	TRUE	K562	Fulco2019	FALSE	3	34058.5	0.854471	768.365549	0	8	25.17288	0.002986
