dataset	chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize25	ValidConnection	CellType	Reference	Regulated
FlowFISH_K562	chr19	48875148	48876668	NUCB1|chr19:49378405-49379925:*	-0.0038052196	chr19	48900050.0	48900051.0	NUCB1	False	0.988366753334	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48877968	48878928	BAX|chr19:49381225-49382185:*	0.03953611	chr19	48954815.0	48954816.0	BAX	False	0.885346062817	0.999999714852	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48877968	48878928	BCAT2|chr19:49381225-49382185:*	-0.03143881	chr19	48811028.0	48811029.0	BCAT2	False	0.908581627398	0.999997916001	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48877968	48878928	FTL|chr19:49381225-49382185:*	-0.17769814	chr19	48965301.0	48965302.0	FTL	True	6.30536188752e-07	0.999999984174	True	K562	Fulco2019	True
FlowFISH_K562	chr19	48877968	48878928	FUT1|chr19:49381225-49382185:*	-0.01898407	chr19	48755389.0	48755390.0	FUT1	False	0.989608168769	0.99935458741	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48877968	48878928	NUCB1|chr19:49381225-49382185:*	-0.1061094215	chr19	48900050.0	48900051.0	NUCB1	True	1.11996130045e-05	1.0	True	K562	Fulco2019	True
FlowFISH_K562	chr19	48888108	48888648	BAX|chr19:49391365-49391905:*	0.027800145	chr19	48954815.0	48954816.0	BAX	False	0.962221045406	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48888108	48888648	BCAT2|chr19:49391365-49391905:*	0.03218449	chr19	48811028.0	48811029.0	BCAT2	False	0.908581627398	0.99999978062	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48888108	48888648	FTL|chr19:49391365-49391905:*	0.00996838	chr19	48965301.0	48965302.0	FTL	False	0.937124964116	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48888108	48888648	FUT1|chr19:49391365-49391905:*	0.05100309	chr19	48755389.0	48755390.0	FUT1	False	0.856127832851	0.998712808325	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48888108	48888648	NUCB1|chr19:49391365-49391905:*	-0.0164562258	chr19	48900050.0	48900051.0	NUCB1	False	0.804187043121	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48888108	48888648	PPP1R15A|chr19:49391365-49391905:*	0.06247037	chr19	48872392.0	48872393.0	PPP1R15A	False	0.859546786802	0.964752080735	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48890488	48890988	BAX|chr19:49393745-49394245:*	-0.007003296	chr19	48954815.0	48954816.0	BAX	False	0.996175361151	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48890488	48890988	BCAT2|chr19:49393745-49394245:*	0.00605803	chr19	48811028.0	48811029.0	BCAT2	False	0.941509789267	0.999999973921	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48890488	48890988	FTL|chr19:49393745-49394245:*	-0.02985737	chr19	48965301.0	48965302.0	FTL	False	0.731443402911	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48890488	48890988	FUT1|chr19:49393745-49394245:*	-0.01025596	chr19	48755389.0	48755390.0	FUT1	False	0.989608168769	0.999991948012	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48890488	48890988	NUCB1|chr19:49393745-49394245:*	-0.0485351898	chr19	48900050.0	48900051.0	NUCB1	False	0.0528989340444	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48890488	48890988	PPP1R15A|chr19:49393745-49394245:*	-0.02841491	chr19	48872392.0	48872393.0	PPP1R15A	False	0.958965367163	0.984938143995	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48891808	48892368	BAX|chr19:49395065-49395625:*	0.066169148	chr19	48954815.0	48954816.0	BAX	False	0.641560373824	0.999740973384	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48891808	48892368	BCAT2|chr19:49395065-49395625:*	0.04392704	chr19	48811028.0	48811029.0	BCAT2	False	0.908581627398	0.987799859393	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48891808	48892368	FTL|chr19:49395065-49395625:*	-0.06208642	chr19	48965301.0	48965302.0	FTL	False	0.692175402549	0.99993726254	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48891808	48892368	FUT1|chr19:49395065-49395625:*	0.07941647	chr19	48755389.0	48755390.0	FUT1	False	0.856127832851	0.966598609818	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48891808	48892368	NUCB1|chr19:49395065-49395625:*	-0.07709235	chr19	48900050.0	48900051.0	NUCB1	False	0.0941028269894	0.999999996758	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48896088	48896648	BAX|chr19:49399345-49399905:*	-0.0052527	chr19	48954815.0	48954816.0	BAX	False	0.996175361151	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48896088	48896648	BCAT2|chr19:49399345-49399905:*	-0.01846338	chr19	48811028.0	48811029.0	BCAT2	False	0.908581627398	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48896088	48896648	FTL|chr19:49399345-49399905:*	-0.02454132	chr19	48965301.0	48965302.0	FTL	False	0.692175402549	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48896088	48896648	FUT1|chr19:49399345-49399905:*	0.02761389	chr19	48755389.0	48755390.0	FUT1	False	0.88839409719	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48896088	48896648	NUCB1|chr19:49399345-49399905:*	-0.031496831	chr19	48900050.0	48900051.0	NUCB1	False	0.0941028269894	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48896088	48896648	PPP1R15A|chr19:49399345-49399905:*	-0.00453327	chr19	48872392.0	48872393.0	PPP1R15A	False	0.984483991055	0.999993001042	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48926808	48927308	BAX|chr19:49430065-49430565:*	-0.061849249	chr19	48954815.0	48954816.0	BAX	False	0.256333826669	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48926808	48927308	BCAT2|chr19:49430065-49430565:*	-0.04153569	chr19	48811028.0	48811029.0	BCAT2	False	0.908581627398	0.999591940506	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48926808	48927308	FTL|chr19:49430065-49430565:*	0.00660711	chr19	48965301.0	48965302.0	FTL	False	0.937124964116	0.999999999483	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48926808	48927308	FUT1|chr19:49430065-49430565:*	0.01411225	chr19	48755389.0	48755390.0	FUT1	False	0.989608168769	0.999309074566	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48926808	48927308	NUCB1|chr19:49430065-49430565:*	-0.037796704	chr19	48900050.0	48900051.0	NUCB1	False	0.392703166663	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48926808	48927308	PPP1R15A|chr19:49430065-49430565:*	0.05781809	chr19	48872392.0	48872393.0	PPP1R15A	False	0.906039110715	0.908940718138	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48943028	48943548	BAX|chr19:49446285-49446805:*	-0.07246007	chr19	48954815.0	48954816.0	BAX	False	0.202153698889	0.999999999999	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48943028	48943548	BCAT2|chr19:49446285-49446805:*	-0.05537863	chr19	48811028.0	48811029.0	BCAT2	False	0.881936981554	0.999999301301	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48943028	48943548	FTL|chr19:49446285-49446805:*	-0.08770899	chr19	48965301.0	48965302.0	FTL	False	0.100484514261	0.999999999979	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48943028	48943548	FUT1|chr19:49446285-49446805:*	-0.09010542	chr19	48755389.0	48755390.0	FUT1	False	0.582232277787	0.999349091408	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48943028	48943548	NUCB1|chr19:49446285-49446805:*	-0.0234909746	chr19	48900050.0	48900051.0	NUCB1	False	0.747027604645	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48943028	48943548	PPP1R15A|chr19:49446285-49446805:*	-0.09926948	chr19	48872392.0	48872393.0	PPP1R15A	False	0.823053279758	0.955865052994	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48951008	48951608	BAX|chr19:49454265-49454865:*	-0.003106942	chr19	48954815.0	48954816.0	BAX	False	0.996175361151	0.999805371701	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48951008	48951608	BCAT2|chr19:49454265-49454865:*	0.11266213	chr19	48811028.0	48811029.0	BCAT2	False	0.695817199325	0.94845736654	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48951008	48951608	FTL|chr19:49454265-49454865:*	-0.04657372	chr19	48965301.0	48965302.0	FTL	False	0.769800163981	0.999357969583	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48951008	48951608	FUT1|chr19:49454265-49454865:*	0.04512615	chr19	48755389.0	48755390.0	FUT1	False	0.989608168769	0.925094126654	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48951008	48951608	NUCB1|chr19:49454265-49454865:*	-0.0264465571	chr19	48900050.0	48900051.0	NUCB1	False	0.829162381357	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48962248	48962768	BCAT2|chr19:49465505-49466025:*	-0.01117107	chr19	48811028.0	48811029.0	BCAT2	False	0.917580045971	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48962248	48962768	FTL|chr19:49465505-49466025:*	-0.66860003	chr19	48965301.0	48965302.0	FTL	True	1.30627379471e-175	1.0	True	K562	Fulco2019	True
FlowFISH_K562	chr19	48962248	48962768	FUT1|chr19:49465505-49466025:*	0.01120016	chr19	48755389.0	48755390.0	FUT1	False	0.989608168769	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48962248	48962768	NUCB1|chr19:49465505-49466025:*	-0.0130899315	chr19	48900050.0	48900051.0	NUCB1	False	0.747027604645	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48962248	48962768	PPP1R15A|chr19:49465505-49466025:*	-0.04370953	chr19	48872392.0	48872393.0	PPP1R15A	False	0.859546786802	0.9999635233	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48963708	48964208	BCAT2|chr19:49466965-49467465:*	-0.00039888	chr19	48811028.0	48811029.0	BCAT2	False	0.983935502381	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48963708	48964208	FTL|chr19:49466965-49467465:*	-0.90069307	chr19	48965301.0	48965302.0	FTL	True	1.3533719056999998e-259	1.0	True	K562	Fulco2019	True
FlowFISH_K562	chr19	48963708	48964208	FUT1|chr19:49466965-49467465:*	-0.04103355	chr19	48755389.0	48755390.0	FUT1	False	0.810120048466	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48963708	48964208	NUCB1|chr19:49466965-49467465:*	-0.0335739865	chr19	48900050.0	48900051.0	NUCB1	False	0.0824632502509	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48963708	48964208	PPP1R15A|chr19:49466965-49467465:*	-0.0668273	chr19	48872392.0	48872393.0	PPP1R15A	False	0.814082257343	0.999971314468	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48967548	48968448	BAX|chr19:49470805-49471705:*	0.03058327	chr19	48954815.0	48954816.0	BAX	False	0.885346062817	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48967548	48968448	BCAT2|chr19:49470805-49471705:*	0.03044005	chr19	48811028.0	48811029.0	BCAT2	False	0.908581627398	0.999999621023	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48967548	48968448	FUT1|chr19:49470805-49471705:*	0.04799886	chr19	48755389.0	48755390.0	FUT1	False	0.856127832851	0.999835846828	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48967548	48968448	NUCB1|chr19:49470805-49471705:*	-0.0099631056	chr19	48900050.0	48900051.0	NUCB1	False	0.911828140119	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48967548	48968448	PPP1R15A|chr19:49470805-49471705:*	0.01161699	chr19	48872392.0	48872393.0	PPP1R15A	False	0.974617210043	0.964778725622	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48969788	48970308	BAX|chr19:49473045-49473565:*	0.014943138	chr19	48954815.0	48954816.0	BAX	False	0.996175361151	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48969788	48970308	BCAT2|chr19:49473045-49473565:*	0.02128161	chr19	48811028.0	48811029.0	BCAT2	False	0.917580045971	0.999955668469	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48969788	48970308	FTL|chr19:49473045-49473565:*	-0.04865263	chr19	48965301.0	48965302.0	FTL	False	0.401328263173	0.999999998313	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48969788	48970308	FUT1|chr19:49473045-49473565:*	0.03170346	chr19	48755389.0	48755390.0	FUT1	False	0.953197679467	0.999984127345	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48969788	48970308	NUCB1|chr19:49473045-49473565:*	0.0071899202	chr19	48900050.0	48900051.0	NUCB1	False	0.955960673817	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48969788	48970308	PPP1R15A|chr19:49473045-49473565:*	0.02987935	chr19	48872392.0	48872393.0	PPP1R15A	False	0.958965367163	0.981832313258	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48970828	48971348	BAX|chr19:49474085-49474605:*	-0.031729247	chr19	48954815.0	48954816.0	BAX	False	0.575675449511	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48970828	48971348	BCAT2|chr19:49474085-49474605:*	-0.03484684	chr19	48811028.0	48811029.0	BCAT2	False	0.840622126037	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48970828	48971348	FTL|chr19:49474085-49474605:*	-0.10955949	chr19	48965301.0	48965302.0	FTL	True	3.19643135576e-07	1.0	True	K562	Fulco2019	True
FlowFISH_K562	chr19	48970828	48971348	FUT1|chr19:49474085-49474605:*	-0.0605416	chr19	48755389.0	48755390.0	FUT1	False	0.416830966527	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48970828	48971348	NUCB1|chr19:49474085-49474605:*	-0.0182823476	chr19	48900050.0	48900051.0	NUCB1	False	0.610046862404	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48970828	48971348	PPP1R15A|chr19:49474085-49474605:*	-0.09392631	chr19	48872392.0	48872393.0	PPP1R15A	False	0.526535689205	0.999949813698	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48976088	48976628	BAX|chr19:49479345-49479885:*	-0.057871879	chr19	48954815.0	48954816.0	BAX	False	0.135745334676	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48976088	48976628	BCAT2|chr19:49479345-49479885:*	-0.04547375	chr19	48811028.0	48811029.0	BCAT2	False	0.82829963998	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48976088	48976628	FTL|chr19:49479345-49479885:*	-0.00082172	chr19	48965301.0	48965302.0	FTL	False	0.98540633516	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48976088	48976628	FUT1|chr19:49479345-49479885:*	-0.02790201	chr19	48755389.0	48755390.0	FUT1	False	0.97400393512	0.999998249473	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48976088	48976628	NUCB1|chr19:49479345-49479885:*	-0.0399347542	chr19	48900050.0	48900051.0	NUCB1	False	0.107391559899	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48976088	48976628	PPP1R15A|chr19:49479345-49479885:*	-0.07413793	chr19	48872392.0	48872393.0	PPP1R15A	False	0.823053279758	0.999684211259	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48978828	48979328	BAX|chr19:49482085-49482585:*	0.011613076	chr19	48954815.0	48954816.0	BAX	False	0.996175361151	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48978828	48979328	BCAT2|chr19:49482085-49482585:*	0.00966552	chr19	48811028.0	48811029.0	BCAT2	False	0.930121891617	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48978828	48979328	FTL|chr19:49482085-49482585:*	-0.02197777	chr19	48965301.0	48965302.0	FTL	False	0.78895029281	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48978828	48979328	FUT1|chr19:49482085-49482585:*	0.01800239	chr19	48755389.0	48755390.0	FUT1	False	0.989608168769	0.999914275514	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48978828	48979328	NUCB1|chr19:49482085-49482585:*	0.0093506244	chr19	48900050.0	48900051.0	NUCB1	False	0.911828140119	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48978828	48979328	PPP1R15A|chr19:49482085-49482585:*	-0.03279048	chr19	48872392.0	48872393.0	PPP1R15A	False	0.943146464677	0.981874459014	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48983528	48984028	BAX|chr19:49486785-49487285:*	0.004992793	chr19	48954815.0	48954816.0	BAX	False	0.996175361151	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48983528	48984028	BCAT2|chr19:49486785-49487285:*	0.03584596	chr19	48811028.0	48811029.0	BCAT2	False	0.908581627398	0.99999976995	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48983528	48984028	FTL|chr19:49486785-49487285:*	-0.03057851	chr19	48965301.0	48965302.0	FTL	False	0.759066378965	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48983528	48984028	FUT1|chr19:49486785-49487285:*	0.11821384	chr19	48755389.0	48755390.0	FUT1	False	0.0777535728443	0.999569019167	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48983528	48984028	NUCB1|chr19:49486785-49487285:*	0.0343941915	chr19	48900050.0	48900051.0	NUCB1	False	0.361419739704	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48983528	48984028	PPP1R15A|chr19:49486785-49487285:*	0.1438531	chr19	48872392.0	48872393.0	PPP1R15A	False	0.477074035879	0.951803971914	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48992108	48992648	BAX|chr19:49495365-49495905:*	-0.001628052	chr19	48954815.0	48954816.0	BAX	False	0.996175361151	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48992108	48992648	BCAT2|chr19:49495365-49495905:*	-0.0101704	chr19	48811028.0	48811029.0	BCAT2	False	0.917580045971	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48992108	48992648	FTL|chr19:49495365-49495905:*	-0.04941626	chr19	48965301.0	48965302.0	FTL	False	0.08490920256	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48992108	48992648	FUT1|chr19:49495365-49495905:*	0.00719638	chr19	48755389.0	48755390.0	FUT1	False	0.989608168769	0.999999999999	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48992108	48992648	NUCB1|chr19:49495365-49495905:*	-0.0176408468	chr19	48900050.0	48900051.0	NUCB1	False	0.610046862404	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	48992108	48992648	PPP1R15A|chr19:49495365-49495905:*	0.04123275	chr19	48872392.0	48872393.0	PPP1R15A	False	0.865342070261	0.999888060004	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49017628	49018128	BAX|chr19:49520885-49521385:*	0.001109971	chr19	48954815.0	48954816.0	BAX	False	0.996175361151	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49017628	49018128	BCAT2|chr19:49520885-49521385:*	0.01878433	chr19	48811028.0	48811029.0	BCAT2	False	0.908581627398	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49017628	49018128	FTL|chr19:49520885-49521385:*	-0.00950791	chr19	48965301.0	48965302.0	FTL	False	0.937124964116	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49017628	49018128	FUT1|chr19:49520885-49521385:*	0.04175714	chr19	48755389.0	48755390.0	FUT1	False	0.810120048466	0.999999999998	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49017628	49018128	NUCB1|chr19:49520885-49521385:*	0.0132091364	chr19	48900050.0	48900051.0	NUCB1	False	0.744883003485	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49017628	49018128	PPP1R15A|chr19:49520885-49521385:*	0.03970899	chr19	48872392.0	48872393.0	PPP1R15A	False	0.896871462642	0.999176802727	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49038548	49039068	BAX|chr19:49541805-49542325:*	0.008990464	chr19	48954815.0	48954816.0	BAX	False	0.996175361151	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49038548	49039068	BCAT2|chr19:49541805-49542325:*	0.00016129	chr19	48811028.0	48811029.0	BCAT2	False	0.991110473318	0.999999999795	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49038548	49039068	FTL|chr19:49541805-49542325:*	0.01317459	chr19	48965301.0	48965302.0	FTL	False	0.937124964116	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49038548	49039068	FUT1|chr19:49541805-49542325:*	-0.04874794	chr19	48755389.0	48755390.0	FUT1	False	0.856127832851	0.999998039371	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49038548	49039068	NUCB1|chr19:49541805-49542325:*	0.0016984516	chr19	48900050.0	48900051.0	NUCB1	False	0.988366753334	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49038548	49039068	PPP1R15A|chr19:49541805-49542325:*	-0.07631776	chr19	48872392.0	48872393.0	PPP1R15A	False	0.823053279758	0.989119696714	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49071708	49072248	BAX|chr19:49574965-49575505:*	6.201e-05	chr19	48954815.0	48954816.0	BAX	False	0.999485780928	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49071708	49072248	BCAT2|chr19:49574965-49575505:*	-0.0112963	chr19	48811028.0	48811029.0	BCAT2	False	0.917580045971	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49071708	49072248	FTL|chr19:49574965-49575505:*	-0.01654259	chr19	48965301.0	48965302.0	FTL	False	0.78895029281	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49071708	49072248	FUT1|chr19:49574965-49575505:*	-0.00391229	chr19	48755389.0	48755390.0	FUT1	False	0.989608168769	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49071708	49072248	NUCB1|chr19:49574965-49575505:*	0.0021083476	chr19	48900050.0	48900051.0	NUCB1	False	0.988366753334	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49071708	49072248	PPP1R15A|chr19:49574965-49575505:*	-0.00323625	chr19	48872392.0	48872393.0	PPP1R15A	False	0.986030983831	0.99999112065	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49073828	49074328	BAX|chr19:49577085-49577585:*	0.01315997	chr19	48954815.0	48954816.0	BAX	False	0.996175361151	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49073828	49074328	BCAT2|chr19:49577085-49577585:*	0.00139836	chr19	48811028.0	48811029.0	BCAT2	False	0.983935502381	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49073828	49074328	FTL|chr19:49577085-49577585:*	0.04978833	chr19	48965301.0	48965302.0	FTL	False	0.286797871932	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49073828	49074328	FUT1|chr19:49577085-49577585:*	0.06140894	chr19	48755389.0	48755390.0	FUT1	False	0.582232277787	0.99999988615	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49073828	49074328	NUCB1|chr19:49577085-49577585:*	0.0028151752	chr19	48900050.0	48900051.0	NUCB1	False	0.988366753334	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49073828	49074328	PPP1R15A|chr19:49577085-49577585:*	0.05138816	chr19	48872392.0	48872393.0	PPP1R15A	False	0.865342070261	0.998337469899	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49074788	49075308	BAX|chr19:49578045-49578565:*	-0.028578863	chr19	48954815.0	48954816.0	BAX	False	0.996175361151	0.803729052779	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49081208	49081708	BAX|chr19:49584465-49584965:*	-0.002408282	chr19	48954815.0	48954816.0	BAX	False	0.996175361151	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49081208	49081708	BCAT2|chr19:49584465-49584965:*	0.02114485	chr19	48811028.0	48811029.0	BCAT2	False	0.917580045971	0.999930058559	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49081208	49081708	FTL|chr19:49584465-49584965:*	0.01679068	chr19	48965301.0	48965302.0	FTL	False	0.937124964116	0.999999983622	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49081208	49081708	FUT1|chr19:49584465-49584965:*	-0.04178114	chr19	48755389.0	48755390.0	FUT1	False	0.953197679467	0.992706745569	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49081208	49081708	NUCB1|chr19:49584465-49584965:*	-0.0202500574	chr19	48900050.0	48900051.0	NUCB1	False	0.829162381357	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49081208	49081708	PPP1R15A|chr19:49584465-49584965:*	0.02752774	chr19	48872392.0	48872393.0	PPP1R15A	False	0.974617210043	0.806364920611	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49097688	49098248	BAX|chr19:49600945-49601505:*	-0.019652789	chr19	48954815.0	48954816.0	BAX	False	0.962221045406	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49097688	49098248	BCAT2|chr19:49600945-49601505:*	-0.02771718	chr19	48811028.0	48811029.0	BCAT2	False	0.908581627398	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49097688	49098248	FTL|chr19:49600945-49601505:*	-0.00678128	chr19	48965301.0	48965302.0	FTL	False	0.937124964116	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49097688	49098248	FUT1|chr19:49600945-49601505:*	-0.03487581	chr19	48755389.0	48755390.0	FUT1	False	0.88839409719	0.999999963942	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49097688	49098248	NUCB1|chr19:49600945-49601505:*	-0.0054665414	chr19	48900050.0	48900051.0	NUCB1	False	0.955960673817	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49097688	49098248	PPP1R15A|chr19:49600945-49601505:*	-0.03582094	chr19	48872392.0	48872393.0	PPP1R15A	False	0.943146464677	0.999676096551	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49106488	49107008	BAX|chr19:49609745-49610265:*	0.010981311	chr19	48954815.0	48954816.0	BAX	False	0.996175361151	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49106488	49107008	BCAT2|chr19:49609745-49610265:*	0.01010202	chr19	48811028.0	48811029.0	BCAT2	False	0.930121891617	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49106488	49107008	FTL|chr19:49609745-49610265:*	-0.0305011	chr19	48965301.0	48965302.0	FTL	False	0.692175402549	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49106488	49107008	FUT1|chr19:49609745-49610265:*	0.0751171	chr19	48755389.0	48755390.0	FUT1	False	0.416830966527	0.997185546017	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49106488	49107008	NUCB1|chr19:49609745-49610265:*	-0.015445479	chr19	48900050.0	48900051.0	NUCB1	False	0.747027604645	1.0	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49106488	49107008	PPP1R15A|chr19:49609745-49610265:*	-0.00639619	chr19	48872392.0	48872393.0	PPP1R15A	False	0.984483991055	0.997630922173	True	K562	Fulco2019	False
FlowFISH_K562	chr19	49110468	49110988	BAX|chr19:49613725-49614245:*	-0.047579302	chr19	48954815.0	48954816.0	BAX	False	0.932736235839	0.999967204759	True	K562	Fulco2019	False
